name,repo_clone_url,age,releases_number,stargazers
drag-sort-listview,https://github.com/bauerca/drag-sort-listview,9.0,0,3218
maxwell,https://github.com/zendesk/maxwell,7.0,187,3216
effective-java-3e-source-code,https://github.com/jbloch/effective-java-3e-source-code,3.0,0,3219
boxing,https://github.com/bilibili/boxing,5.0,1,3203
libstreaming,https://github.com/fyhertz/libstreaming,9.0,0,3203
AndroidViewHover,https://github.com/daimajia/AndroidViewHover,7.0,4,3193
ActionBar-PullToRefresh,https://github.com/chrisbanes/ActionBar-PullToRefresh,8.0,0,3192
SuperTextView,https://github.com/chenBingX/SuperTextView,5.0,33,3187
afinal,https://github.com/yangfuhai/afinal,9.0,0,3185
GalleryFinal,https://github.com/pengjianbo/GalleryFinal,6.0,4,3176
jacoco,https://github.com/jacoco/jacoco,9.0,43,3180
volley,https://github.com/google/volley,5.0,9,3173
GsonFormat,https://github.com/zzz40500/GsonFormat,7.0,4,3168
ChipsLayoutManager,https://github.com/BelooS/ChipsLayoutManager,5.0,11,3165
LoadSir,https://github.com/KingJA/LoadSir,4.0,6,3167
jvm-serializers,https://github.com/eishay/jvm-serializers,12.0,0,3161
network-connection-class,https://github.com/facebookarchive/network-connection-class,7.0,2,3158
SmsForwarder,https://github.com/pppscn/SmsForwarder,1.0,18,3169
NewbieGuide,https://github.com/huburt-Hu/NewbieGuide,4.0,20,3156
TextDrawable,https://github.com/amulyakhare/TextDrawable,7.0,0,3152
UETool,https://github.com/eleme/UETool,3.0,9,3152
jfinal,https://github.com/jfinal/jfinal,10.0,0,3147
cobar,https://github.com/alibaba/cobar,8.0,1,3142
animate,https://github.com/hitherejoe/animate,6.0,0,3141
spock,https://github.com/spockframework/spock,11.0,16,3138
AndEngine,https://github.com/nicolasgramlich/AndEngine,10.0,0,3126
native-navigation,https://github.com/airbnb/native-navigation,5.0,0,3125
android-hidden-api,https://github.com/anggrayudi/android-hidden-api,6.0,1,3126
StickerCamera,https://github.com/Skykai521/StickerCamera,6.0,0,3124
ffmpeg-android-java,https://github.com/WritingMinds/ffmpeg-android-java,7.0,8,3124
pig,https://github.com/pig-mesh/pig,2.0,17,3133
Geyser,https://github.com/GeyserMC/Geyser,2.0,0,3110
VideoPlayerManager,https://github.com/danylovolokh/VideoPlayerManager,6.0,0,3107
undertow,https://github.com/undertow-io/undertow,9.0,0,3103
android-adDialog,https://github.com/yipianfengye/android-adDialog,5.0,0,3101
Linkage-RecyclerView,https://github.com/KunMinX/Linkage-RecyclerView,2.0,0,3098
Aegis,https://github.com/beemdevelopment/Aegis,5.0,45,3094
Highlight,https://github.com/hongyangAndroid/Highlight,6.0,0,3094
NullAway,https://github.com/uber/NullAway,4.0,0,3089
liquibase,https://github.com/liquibase/liquibase,10.0,68,3092
requery,https://github.com/requery/requery,6.0,43,3089
citypicker,https://github.com/crazyandcoder/citypicker,5.0,4,3090
BubbleSeekBar,https://github.com/woxingxiao/BubbleSeekBar,5.0,12,3084
immutables,https://github.com/immutables/immutables,8.0,6,3081
jpexs-decompiler,https://github.com/jindrapetrik/jpexs-decompiler,8.0,120,3079
librec,https://github.com/guoguibing/librec,8.0,3,3078
RxAndroidBle,https://github.com/dariuszseweryn/RxAndroidBle,6.0,47,3077
RecyclerViewItemAnimators,https://github.com/gabrielemariotti/RecyclerViewItemAnimators,7.0,0,3072
jvm-tools,https://github.com/aragozin/jvm-tools,10.0,0,3074
nifi,https://github.com/apache/nifi,7.0,0,3069
MusicBot,https://github.com/jagrosh/MusicBot,5.0,31,3074
oshi,https://github.com/oshi/oshi,10.0,130,3070
JavaEETest,https://github.com/lenve/JavaEETest,5.0,0,3067
OsmAnd,https://github.com/osmandapp/OsmAnd,11.0,1,3066
keepass2android,https://github.com/PhilippC/keepass2android,4.0,19,3063
igniter,https://github.com/trojan-gfw/igniter,3.0,33,3062
strimzi-kafka-operator,https://github.com/strimzi/strimzi-kafka-operator,5.0,95,3057
red5-server,https://github.com/Red5/red5-server,8.0,49,3056
Alink,https://github.com/alibaba/Alink,3.0,13,3052
Cockroach,https://github.com/android-notes/Cockroach,5.0,1,3049
Crouton,https://github.com/keyboardsurfer/Crouton,9.0,8,3045
yanxuan-weex-demo,https://github.com/zwwill/yanxuan-weex-demo,4.0,0,3043
JimuReport,https://github.com/jeecgboot/JimuReport,2.0,2,3049
sofa-jarslink,https://github.com/sofastack/sofa-jarslink,4.0,2,3042
react-native-share,https://github.com/react-native-share/react-native-share,6.0,75,3038
maven,https://github.com/apache/maven,13.0,2,3042
android-viewbadger,https://github.com/jgilfelt/android-viewbadger,10.0,0,3034
typedb,https://github.com/vaticle/typedb,5.0,82,3035
jackson-databind,https://github.com/FasterXML/jackson-databind,10.0,0,3033
IDDD_Samples,https://github.com/VaughnVernon/IDDD_Samples,9.0,0,3033
RxEasyHttp,https://github.com/zhou-you/RxEasyHttp,4.0,0,3021
ViewpagerTransition,https://github.com/xmuSistone/ViewpagerTransition,5.0,1,3020
AndServer,https://github.com/yanzhenjie/AndServer,5.0,0,3024
MarsDaemon,https://github.com/Marswin/MarsDaemon,6.0,0,3019
Android-BluetoothKit,https://github.com/dingjikerbo/Android-BluetoothKit,6.0,0,3017
Java8InAction,https://github.com/java8/Java8InAction,8.0,0,3016
android-process-button,https://github.com/dmytrodanylyk/android-process-button,8.0,1,3009
ballerina-lang,https://github.com/ballerina-platform/ballerina-lang,5.0,119,3010
DraggablePanel,https://github.com/pedrovgs/DraggablePanel,8.0,10,3007
react-native-fbsdk,https://github.com/facebookarchive/react-native-fbsdk,6.0,22,3004
CityPicker,https://github.com/zaaach/CityPicker,6.0,2,3006
ShapeOfView,https://github.com/florent37/ShapeOfView,4.0,0,3007
pixel-dungeon,https://github.com/watabou/pixel-dungeon,7.0,0,3004
spring-cloud-kubernetes,https://github.com/spring-cloud/spring-cloud-kubernetes,5.0,0,3004
calcite,https://github.com/apache/calcite,7.0,0,2995
java-tron,https://github.com/tronprotocol/java-tron,4.0,64,2995
MultiImageSelector,https://github.com/lovetuzitong/MultiImageSelector,7.0,2,2993
PRDownloader,https://github.com/MindorksOpenSource/PRDownloader,4.0,5,2990
hudi,https://github.com/apache/hudi,5.0,15,2986
lombok-intellij-plugin,https://github.com/mplushnikov/lombok-intellij-plugin,8.0,116,2986
robospice,https://github.com/stephanenicolas/robospice,9.0,1,2984
LikeButton,https://github.com/jd-alexander/LikeButton,6.0,14,2980
yuicompressor,https://github.com/yui/yuicompressor,13.0,1,2975
Carbon,https://github.com/ZieIony/Carbon,7.0,2,2973
Nuwa,https://github.com/jasonross/Nuwa,6.0,0,2968
TableView,https://github.com/evrencoskun/TableView,4.0,12,2965
aviatorscript,https://github.com/killme2008/aviatorscript,11.0,46,2965
SlidingRootNav,https://github.com/yarolegovich/SlidingRootNav,5.0,1,2961
flutter-webrtc,https://github.com/flutter-webrtc/flutter-webrtc,4.0,34,2953
jmonkeyengine,https://github.com/jMonkeyEngine/jmonkeyengine,8.0,47,2950
dexcount-gradle-plugin,https://github.com/KeepSafe/dexcount-gradle-plugin,6.0,20,2947
awaitility,https://github.com/awaitility/awaitility,12.0,0,2934
DeepLearning,https://github.com/yusugomori/DeepLearning,9.0,0,2931
leetcode,https://github.com/gouthampradhan/leetcode,5.0,0,2929
android-mvp-mvvm-flytour,https://github.com/mxdldev/android-mvp-mvvm-flytour,3.0,11,2926
AndroidChromium,https://github.com/JackyAndroid/AndroidChromium,5.0,2,2923
light-task-scheduler,https://github.com/ltsopensource/light-task-scheduler,7.0,29,2920
booksource,https://github.com/guolindev/booksource,5.0,0,2918
cropper,https://github.com/edmodo/cropper,8.0,0,2915
DesignPattern,https://github.com/youlookwhat/DesignPattern,5.0,0,2923
android-vision,https://github.com/googlesamples/android-vision,6.0,0,2907
Sunshine-Version-2,https://github.com/udacity/Sunshine-Version-2,7.0,0,2907
TelegramBots,https://github.com/rubenlagus/TelegramBots,6.0,72,2907
JCTools,https://github.com/JCTools/JCTools,8.0,15,2902
FadingActionBar,https://github.com/ManuelPeinado/FadingActionBar,8.0,0,2897
jersey,https://github.com/javaee/jersey,10.0,30,2897
WebCollector,https://github.com/CrawlScript/WebCollector,7.0,0,2896
migration,https://github.com/phodal/migration,2.0,0,2898
android-pathview,https://github.com/geftimov/android-pathview,7.0,2,2894
ripme,https://github.com/RipMeApp/ripme,5.0,126,2895
chunjun,https://github.com/DTStack/chunjun,4.0,24,2886
CountdownView,https://github.com/iwgang/CountdownView,6.0,3,2879
jwt-spring-security-demo,https://github.com/szerhusenBC/jwt-spring-security-demo,6.0,3,2875
FairEmail,https://github.com/M66B/FairEmail,3.0,1805,2874
AndroidTreeView,https://github.com/bmelnychuk/AndroidTreeView,7.0,0,2875
FlyRefresh,https://github.com/race604/FlyRefresh,6.0,2,2872
anthelion,https://github.com/YahooArchive/anthelion,6.0,0,2868
JDA,https://github.com/DV8FromTheWorld/JDA,6.0,51,2870
tablesaw,https://github.com/jtablesaw/tablesaw,6.0,78,2859
Android-Material-Examples,https://github.com/saulmm/Android-Material-Examples,7.0,0,2859
RxJava2Examples,https://github.com/nanchen2251/RxJava2Examples,4.0,0,2854
Packages,https://github.com/sublimehq/Packages,6.0,0,2853
brigadier,https://github.com/Mojang/brigadier,7.0,3,2852
android-flip,https://github.com/openaphid/android-flip,10.0,0,2852
openj9,https://github.com/eclipse-openj9/openj9,4.0,30,2852
AarogyaSetu_Android,https://github.com/nic-delhi/AarogyaSetu_Android,1.0,0,2850
AndroidResideMenu,https://github.com/SpecialCyCi/AndroidResideMenu,8.0,7,2846
PhotoPicker,https://github.com/donglua/PhotoPicker,6.0,13,2842
FastDev4Android,https://github.com/jiangqqlmj/FastDev4Android,6.0,4,2842
wgcloud,https://github.com/tianshiyeben/wgcloud,3.0,9,2841
XhsEmoticonsKeyboard,https://github.com/w446108264/XhsEmoticonsKeyboard,7.0,7,2838
CommonDevKnowledge,https://github.com/AweiLoveAndroid/CommonDevKnowledge,4.0,0,2837
MifareClassicTool,https://github.com/ikarus23/MifareClassicTool,9.0,2,2832
library,https://github.com/ddd-by-examples/library,3.0,0,2833
elasticsearch-jdbc,https://github.com/jprante/elasticsearch-jdbc,9.0,19,2830
PlayerBase,https://github.com/jiajunhui/PlayerBase,5.0,18,2829
blueocean-plugin,https://github.com/jenkinsci/blueocean-plugin,6.0,31,2822
android,https://github.com/cSploit/android,7.0,33,2823
android-percent-support-lib-sample,https://github.com/JulienGenoud/android-percent-support-lib-sample,6.0,2,2820
StickyHeaderListView,https://github.com/sunfusheng/StickyHeaderListView,6.0,0,2817
android,https://github.com/nextcloud/android,5.0,183,2814
ActivityRouter,https://github.com/mzule/ActivityRouter,6.0,3,2813
RxGalleryFinal,https://github.com/FinalTeam/RxGalleryFinal,6.0,1,2812
AndroidTVLauncher,https://github.com/JackyAndroid/AndroidTVLauncher,6.0,3,2806
google-services,https://github.com/googlesamples/google-services,6.0,0,2800
flow,https://github.com/square/flow,8.0,0,2799
RealtimeBlurView,https://github.com/mmin18/RealtimeBlurView,5.0,0,2799
android-pdfview,https://github.com/JoanZapata/android-pdfview,9.0,0,2797
initializr,https://github.com/spring-io/initializr,8.0,12,2795
binnavi,https://github.com/google/binnavi,6.0,3,2794
fiction_house,https://github.com/201206030/fiction_house,2.0,5,2796
Bastillion,https://github.com/bastillion-io/Bastillion,9.0,17,2790
bitcoin-wallet,https://github.com/bitcoin-wallet/bitcoin-wallet,10.0,18,2794
ice,https://github.com/Teevity/ice,8.0,3,2790
ExpectAnim,https://github.com/florent37/ExpectAnim,5.0,1,2787
android-Camera2Basic,https://github.com/googlearchive/android-Camera2Basic,7.0,0,2781
Android-Skin-Loader,https://github.com/fengjundev/Android-Skin-Loader,6.0,0,2774
MSEC,https://github.com/Tencent/MSEC,5.0,0,2772
scalpel,https://github.com/JakeWharton/scalpel,8.0,0,2771
robotium,https://github.com/RobotiumTech/robotium,12.0,0,2770
PagerBottomTabStrip,https://github.com/tyzlmjj/PagerBottomTabStrip,6.0,12,2770
AdapterDelegates,https://github.com/sockeqwe/AdapterDelegates,6.0,18,2771
ByteTCC,https://github.com/liuyangming/ByteTCC,6.0,17,2770
airpal,https://github.com/airbnb/airpal,8.0,0,2761
sofa-jraft,https://github.com/sofastack/sofa-jraft,3.0,22,2761
logging-log4j2,https://github.com/apache/logging-log4j2,8.0,0,2754
BlurView,https://github.com/Dimezis/BlurView,6.0,22,2759
WoWoViewPager,https://github.com/Nightonke/WoWoViewPager,6.0,0,2754
android-mvvm-architecture,https://github.com/MindorksOpenSource/android-mvvm-architecture,4.0,0,2755
IntelliJ-Key-Promoter-X,https://github.com/halirutan/IntelliJ-Key-Promoter-X,4.0,19,2749
CoCoin,https://github.com/Nightonke/CoCoin,6.0,0,2747
MusicDNA,https://github.com/harjot-oberai/MusicDNA,6.0,2,2745
GuillotineMenu-Android,https://github.com/Yalantis/GuillotineMenu-Android,6.0,2,2739
T-MVP,https://github.com/north2016/T-MVP,5.0,0,2739
CommonUtilLibrary,https://github.com/AbrahamCaiJin/CommonUtilLibrary,4.0,0,2738
AndroidProcess,https://github.com/wenmingvs/AndroidProcess,6.0,0,2738
SuperCalendar,https://github.com/MagicMashRoom/SuperCalendar,4.0,13,2737
allure2,https://github.com/allure-framework/allure2,5.0,50,2733
material-intro-screen,https://github.com/TangoAgency/material-intro-screen,5.0,4,2733
CircularFloatingActionMenu,https://github.com/oguzbilgener/CircularFloatingActionMenu,7.0,0,2729
Algorithms,https://github.com/pedrovgs/Algorithms,7.0,0,2726
springmvc-mybatis-learning,https://github.com/brianway/springmvc-mybatis-learning,6.0,0,2724
